Year (coverage),Area,population_group,is_synthetic,regional_smoking_history_rate,regional_binge_drinking_rate,regional_insufficient_physical_activity_rate,regional_unhealthy_diet_rate,regional_overweight_rate,regional_obesity_rate,regional_risk_score,screening_risk_category
1st Quarter 2025,Sorsogon,Adult,0,0.06612263575350824,0.0798123856009762,0.0,0.0,0.129563249949156,0.0,0.0459,Low
1st Quarter 2025,City of Naga,Adult,0,0.0647893772893773,0.08173076923076923,0.030448717948717948,0.049679487179487176,0.1043956043956044,0.021062271062271064,0.0587,Low
1st Quarter 2025,Region 6,Adult,0,0.05182287326211449,0.05739385572366166,0.00029403717762046877,0.0019796406771345997,0.02956567406843676,0.0005503369634607704,0.0236,Low
1st Quarter 2025,Aklan,Adult,0,0.029854339713494642,0.04303599374021909,0.0072830143252678465,0.019622005537498495,0.06933911159263272,0.0006019020103527145,0.0283,Low
1st Quarter 2025,Antique,Adult,0,0.059532505478451424,0.06552836620404189,0.0,0.0,0.03711650840029218,0.0,0.027,Low
1st Quarter 2025,Capiz,Adult,0,0.047017207708463835,0.0553262832086665,0.0,0.0,0.014637606396698479,0.0,0.0195,Low
1st Quarter 2025,Guimaras,Adult,0,0.011619221512158686,0.005934102415138186,0.0003423520624118184,0.004839613245912524,0.020572246659473815,0.0017636318366669433,0.0075,Low
1st Quarter 2025,Iloilo,Adult,0,0.10253444269233962,0.11790397543364595,0.0,0.0,0.04234272553738899,0.0,0.0438,Low
1st Quarter 2025,City of Iloilo,Adult,0,0.024175122639607555,0.02687991398427525,0.0,0.0,0.025099119682817014,0.0,0.0127,Low
1st Quarter 2025,Region 7,Adult,0,0.11890042568755144,0.22787491491328776,0.1390316878155828,0.1587616454500198,0.17427790590171596,0.09302898536000569,0.152,Low
1st Quarter 2025,Bohol,Adult,0,0.3778414579174448,0.7232919054671905,0.4415931483031747,0.50387983772297,0.5528205293322171,0.29533453538540794,0.4825,High
1st Quarter 2025,Cebu,Adult,0,0.012712227748242154,0.024849939975990398,0.01246784428056937,0.015280397873435088,0.022418967587034815,0.00614817355513634,0.0156,Low
1st Quarter 2025,City of Cebu,Adult,0,0.3713413082209214,0.7237422584202935,0.4467633833884788,0.4989182998218376,0.4986637821328582,0.3412870111139391,0.4801,High
1st Quarter 2025,City of Lapu-Lapu,Adult,0,0.07026930622436241,0.12178229593959931,0.03540217585161405,0.05885500267522739,0.148177872896974,0.017507877058438856,0.0753,Low
1st Quarter 2025,City of Mandaue,Adult,0,0.028799089356858282,0.04405236198064883,0.12214001138303927,0.12185543540125214,0.031417188389299945,0.009561752988047808,0.0596,Low
1st Quarter 2025,Region 8,Adult,0,0.07523787780098173,0.117055351495088,0.0018499741473667246,0.0018734765412534162,0.07326367671449964,0.0003827532718689775,0.0449,Low
1st Quarter 2025,Biliran,Adult,0,0.05295155912924103,0.12463228083938027,0.054030202000392234,0.05471661110021573,0.08442831927828987,0.011178662482839772,0.0637,Low
1st Quarter 2025,Eastern Samar,Adult,0,0.024664501501317482,0.11045407194068264,0.0,0.0,0.04430418530547215,0.0,0.0299,Low
1st Quarter 2025,Leyte,Adult,0,0.08697098327420172,0.1065477698935631,0.0,0.0,0.051111885453623926,0.0,0.0408,Low
1st Quarter 2025,Northern Samar,Adult,0,0.06402979780063853,0.10715974932008987,0.0,0.0,0.106952820148989,0.0,0.0464,Low
1st Quarter 2025,Southern Leyte,Adult,0,0.07697569971148985,0.12981469914636684,0.0,0.0,0.13055828202611464,0.0,0.0562,Low
1st Quarter 2025,Samar,Adult,0,0.15222222222222223,0.15707729468599033,0.0,0.0,0.04582125603864734,0.0,0.0592,Low
1st Quarter 2025,Ormoc City,Adult,0,0.020598987626546682,0.0671400449943757,0.0,0.0,0.09786276715410573,0.0,0.0309,Low
1st Quarter 2025,City of Tacloban,Adult,0,0.04650898339777121,0.09804980668637707,0.0,0.0,0.01708551284967023,0.0,0.0269,Low
1st Quarter 2025,Region 9,Adult,0,0.077400955477648,0.0673829721530944,0.017288514286752283,0.046188988392581426,0.04014005195182649,0.007910846306152478,0.0427,Low
1st Quarter 2025,Zamboanga del Norte,Adult,0,0.0803404652742401,0.07047036848361352,0.03935303107488538,0.0640176600441501,0.020355748004754627,0.01020971302428256,0.0475,Low
1st Quarter 2025,Zamboanga del Sur,Adult,0,0.08508298340331934,0.08104093467020881,0.019438969348987346,0.041391721655668866,0.04301996743508441,0.004456251606821493,0.0457,Low
1st Quarter 2025,Zamboanga Sibugay,Adult,0,0.06919798059191633,0.061458931648477884,0.00894827534085069,0.020753348045587837,0.029988814655823936,0.014344448139302881,0.0341,Low
1st Quarter 2025,City of Isabela,Adult,0,0.07272064186725018,0.04383661560904449,0.0,0.0887673231218089,0.0887673231218089,0.0,0.049,Low
1st Quarter 2025,City of Zamboanga,Adult,0,0.07440758293838863,0.05071090047393365,0.0,0.07182249030590263,0.07182249030590263,0.0,0.0448,Low
1st Quarter 2025,Region 10,Adult,0,0.0,0.08748435448325642,0.0,0.0,0.0,0.0,0.0146,Low
1st Quarter 2025,Bukidnon,Adult,0,0.0,0.1305112513853419,0.0,0.0,0.0,0.0,0.0218,Low
1st Quarter 2025,Camiguin,Adult,0,0.0,0.06784623217922607,0.0,0.0,0.0,0.0,0.0113,Low
1st Quarter 2025,Lanao del Norte,Adult,0,0.0,0.062098552391908736,0.0,0.0,0.0,0.0,0.0103,Low
1st Quarter 2025,Misamis Occidental,Adult,0,0.0,0.06582738318927721,0.0,0.0,0.0,0.0,0.011,Low
1st Quarter 2025,Misamis Oriental,Adult,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1st Quarter 2025,City of Cagayan De Oro,Adult,0,0.0,0.14871116986120292,0.0,0.0,0.0,0.0,0.0248,Low
1st Quarter 2025,City of Iligan,Adult,0,0.0,0.06607331422537335,0.0,0.0,0.0,0.0,0.011,Low
1st Quarter 2025,Region 11,Adult,0,0.07993180204665572,0.11386763429833557,0.1742238986855221,0.15913393619081084,0.15929708061127168,0.0015364260256584938,0.1147,Low
1st Quarter 2025,Davao de Oro,Adult,0,0.08578856152512998,0.12196950518957023,0.0,0.0,0.22553696960255487,0.0,0.0722,Low
1st Quarter 2025,Davao del Norte,Adult,0,0.07991797522402315,0.12321975336385854,0.1785092277872974,0.18069327790106463,0.2173375656619568,0.0,0.1299,Low
1st Quarter 2025,Davao Oriental,Adult,0,0.09526566118029914,0.1485856436573002,0.21345203079041242,0.24580699668314662,0.008996182489517491,0.013408223293072157,0.1209,Low
1st Quarter 2025,Davao del Sur,Adult,0,0.09166217672413793,0.12262594288793104,0.26980064655172414,0.24861934267241378,0.16675646551724138,0.0,0.1499,Low
1st Quarter 2025,Davao Occidental,Adult,0,0.11578363823552705,0.0964599667379425,0.11538766136057654,0.12924685198384414,0.11879306248515087,0.0,0.0959,Low
1st Quarter 2025,City of Davao,Adult,0,0.06054568496990081,0.08667227218444591,0.23872194194633325,0.17847481172771806,0.12955448319563256,0.0,0.1157,Low
1st Quarter 2025,Region 12,Adult,0,0.07058027521518564,0.07248342468038829,0.0,0.0,0.05252507152258136,0.05183919622830379,0.0412,Low
1st Quarter 2025,Cotabato,Adult,0,0.08416125145667502,0.08675857710008097,0.0,0.0,0.05489936597602165,0.054889490213118966,0.0468,Low
1st Quarter 2025,Sarangani,Adult,0,0.05800927118207572,0.044971671388101986,0.0,0.0,0.047740149369044554,0.02900463559103786,0.03,Low
1st Quarter 2025,South Cotabato,Adult,0,0.05827305942882708,0.05797479680858996,0.0,0.0,0.06835806427559465,0.06835806427559465,0.0422,Low
1st Quarter 2025,Sultan Kudarat,Adult,0,0.07528690146418679,0.07774370135865981,0.0,0.0,0.043859649122807015,0.04385140482785912,0.0401,Low
1st Quarter 2025,City of General Santos,Adult,0,0.01602485985864002,0.0450280282719961,0.0,0.0,0.059224957348281745,0.0812819887886912,0.0336,Low
1st Quarter 2025,Caraga,Adult,0,0.08914199482609945,0.1195251868352975,0.07122197470537511,0.09228136677206093,0.10519815320494395,0.028505856567979306,0.0843,Low
1st Quarter 2025,Agusan del Norte,Adult,0,0.06721574125068842,0.10053572322635558,0.09134832023231362,0.1148300205277124,0.09582936964902619,0.045761778400841134,0.0859,Low
1st Quarter 2025,Agusan del Sur,Adult,0,0.11429632631010264,0.11807806591031875,0.053569016747703944,0.07185305240410589,0.06071042679632631,0.019685305240410587,0.073,Low
1st Quarter 2025,Surigao del Norte,Adult,0,0.0693985713188417,0.11604193870496966,0.09230739688148092,0.1167140333358937,0.1131039250326446,0.02742146094170059,0.0892,Low
1st Quarter 2025,Surigao del Sur,Adult,0,0.12814188395583745,0.1854592435987785,0.12417782475922011,0.16519849659384542,0.14951844021611463,0.05652454780361757,0.1348,Low
1st Quarter 2025,Dinagat Islands,Adult,0,0.06836648921266461,0.12244326141776408,0.0,0.0,0.1435976463995517,0.0,0.0557,Low
1st Quarter 2025,City of Butuan,Adult,0,0.06379104872881355,0.07845603813559322,0.0,0.0,0.13215042372881355,0.0,0.0457,Low
1st Quarter 2025,BARMM,Adult,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High
1st Quarter 2025,Basilan,Adult,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High
1st Quarter 2025,Lanao del Sur,Adult,0,1.0,1.0,0.5,1.0,1.0,1.0,0.9167,High
1st Quarter 2025,Maguindanao del Norte,Adult,0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,High
1st Quarter 2025,Maguindanao del Sur,Adult,0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,High
1st Quarter 2025,Sulu,Adult,0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,High
1st Quarter 2025,Tawi-Tawi,Adult,0,0.5,0.5,1.0,1.0,1.0,1.0,0.8333,High
1st Quarter 2025,Special Geographic Area (SGA),Adult,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High
1st Quarter 2025,City of Cotabato,Adult,0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,High
1st Quarter 2025,NIR,Adult,0,0.09469682482617242,0.1099186892368415,0.012173666939487352,0.0,0.0765147284924235,0.012200439062822699,0.0509,Low
1st Quarter 2025,Negros Occidental,Adult,0,0.10906214166005115,0.11739768016230043,0.0,0.0,0.06392233395078063,0.0,0.0484,Low
1st Quarter 2025,Negros Oriental,Adult,0,0.06551180538139086,0.09041238221489735,0.057020529540324605,0.0,0.08048797964960051,0.05714592812869478,0.0584,Low
1st Quarter 2025,Siquijor,Adult,0,0.04736842105263158,0.1079484425349087,0.0,0.0,0.12137486573576799,0.0,0.0461,Low
1st Quarter 2025,City of Bacolod,Adult,0,0.058827466202650246,0.09322714496051399,0.0,0.0,0.1865881408111364,0.0,0.0564,Low
2nd Quarter 2025,NCR,Adult,0,0.009453567043410892,0.02337380466916711,0.03876242179131111,0.030141635690851577,0.03630673189068544,0.021832705426291545,0.0266,Low
2nd Quarter 2025,City of Malabon,Adult,0,0.01943862358001544,0.041827506341678616,0.03537553766405647,0.022388882761663176,0.11983015330318739,0.0,0.0398,Low
2nd Quarter 2025,City of Navotas,Adult,0,0.027854918791550956,0.04363376251788269,0.10830598333754103,0.09719767735420348,0.0472523773457881,0.06648152823361105,0.0651,Low
2nd Quarter 2025,City of Valenzuela,Adult,0,0.004581758277317723,0.0019783193845882303,0.0,0.0,0.029446806007030757,0.0,0.006,Low
2nd Quarter 2025,City of Caloocan,Adult,0,0.0036958877545200477,0.015969885359037244,0.038099583642274566,0.03494553128386471,0.01651742428563281,0.022534648947698625,0.022,Low
2nd Quarter 2025,City of Marikina,Adult,0,0.045130142737195636,0.05373635600335852,0.14599076406381192,0.14336691855583544,0.05037783375314862,0.11177581863979849,0.0917,Low
2nd Quarter 2025,City of Pasig,Adult,0,0.025602249249185288,0.04866983322328484,0.0,0.0,0.09344181984706809,0.0,0.028,Low
2nd Quarter 2025,Pateros,Adult,0,0.002531218359770503,0.005062436719541006,0.01282483968950388,0.011474856564292946,0.004556193047586905,0.01400607492406345,0.0084,Low
2nd Quarter 2025,City of Taguig,Adult,0,0.002568624790847013,0.04496450052005608,0.03166463166463167,0.02862569529236196,0.025274725274725275,0.02478180255958034,0.0263,Low
2nd Quarter 2025,Quezon City,Adult,0,0.008813284730660186,0.017565816119886595,0.049607128392061564,0.026330498177399755,0.01875658161198866,0.025609558525718914,0.0244,Low
2nd Quarter 2025,City of Makati,Adult,0,0.017815177014631187,0.01573042225759988,0.1234174816162535,0.04264271093927678,0.03309074368887878,0.1208399666439239,0.0589,Low
2nd Quarter 2025,City of Mandaluyong,Adult,0,0.017723718505647263,0.027576020851433534,0.06794092093831451,0.06338835794960904,0.07612510860121634,0.037758470894874024,0.0484,Low
2nd Quarter 2025,City of San Juan,Adult,0,0.012421109171478447,0.03122062575533772,0.07795085269235934,0.027662145830535785,0.13240230965489458,0.042298912313683365,0.054,Low
2nd Quarter 2025,City of Manila,Adult,0,0.002972965197126773,0.008127703240532065,0.036390053033863036,0.030568795373682546,0.01669655615547649,0.01654790789562015,0.0186,Low
2nd Quarter 2025,City of Las Piñas,Adult,0,0.03714731036687715,0.043861401966269684,0.11022300375669411,0.1048677164095596,0.05291343617616497,0.04186316041883143,0.0651,Low
2nd Quarter 2025,City of Muntinlupa,Adult,0,0.014706609323248802,0.030945672054970588,0.0,0.0,0.13223589895694302,0.0,0.0296,Low
2nd Quarter 2025,City of Parañaque,Adult,0,0.0035664444099860445,0.007132888819972089,0.03320928309298599,0.03718922830412984,0.015893937044503023,0.012379180234661705,0.0182,Low
2nd Quarter 2025,Pasay City,Adult,0,0.00896121266161391,0.011769950958537672,0.03265715559518502,0.03000445831475702,0.016339723584485065,0.0161836825679893,0.0193,Low
2nd Quarter 2025,CAR,Adult,0,0.019474071444374127,0.029560971594095525,0.0,0.0,0.029560971594095525,0.03833073507545238,0.0195,Low
2nd Quarter 2025,Abra,Adult,0,0.028987969822605857,0.03474818187997009,0.0,0.0,0.03474818187997009,0.028987969822605857,0.0212,Low
2nd Quarter 2025,Apayao,Adult,0,0.022414484233030465,0.04299171566007483,0.0,0.0,0.04299171566007483,0.04482896846606093,0.0255,Low
2nd Quarter 2025,Benguet,Adult,0,0.014484661367667346,0.022236090126781842,0.0,0.0,0.022236090126781842,0.023571788302787448,0.0138,Low
2nd Quarter 2025,Ifugao,Adult,0,0.006394738044123692,0.023523500662312156,0.0,0.0,0.023523500662312156,0.05942538711003517,0.0188,Low
2nd Quarter 2025,Kalinga,Adult,0,0.029015638893247556,0.03945028505674983,0.0,0.0,0.03945028505674983,0.02701501124535802,0.0225,Low
2nd Quarter 2025,Mountain Province,Adult,0,0.011090708777084098,0.01590157914065369,0.0,0.0,0.01590157914065369,0.04069041498347411,0.0139,Low
2nd Quarter 2025,City of Baguio,Adult,0,0.02264273484088091,0.035868217511956076,0.0,0.0,0.035868217511956076,0.08310208419436736,0.0296,Low
2nd Quarter 2025,Region 1,Adult,0,0.026405334717358533,0.02738941162406221,0.001605138776712221,0.003102393566615446,0.032363738150985095,0.0017655068652120795,0.0154,Low
2nd Quarter 2025,Ilocos Norte,Adult,0,0.020060293932923,0.013729430976008039,0.0,0.0,0.03385253108905916,0.0,0.0113,Low
2nd Quarter 2025,Ilocos Sur,Adult,0,0.0189318756168722,0.010433952645907222,0.0,0.0,0.04797232074100587,0.0,0.0129,Low
2nd Quarter 2025,La Union,Adult,0,0.017541696411188266,0.025971834642092285,0.007145174897787008,0.013810110974106041,0.017879161528976572,0.007859043416185346,0.015,Low
2nd Quarter 2025,Pangasinan,Adult,0,0.03941709699595517,0.04351388511407057,0.0,0.0,0.03014436681641593,0.0,0.0188,Low
2nd Quarter 2025,City of Dagupan,Adult,0,0.026038121170864535,0.04997730882686635,0.0,0.0,0.020478783753120035,0.0,0.0161,Low
2nd Quarter 2025,Region 2,Adult,0,0.03374167165441532,0.04183705652343764,0.03892504757774616,0.05203983986638807,0.03077142252981001,0.011194658389990574,0.0348,Low
2nd Quarter 2025,Batanes,Adult,0,0.021321070234113712,0.10869565217391304,0.03706800445930881,0.112876254180602,0.07455406911928651,0.03274804905239688,0.0645,Low
2nd Quarter 2025,Cagayan,Adult,0,0.04759533656407784,0.060652576561033164,0.041651866135539034,0.06088409915510111,0.04369116788876767,0.013783523203004085,0.0447,Low
2nd Quarter 2025,Isabela,Adult,0,0.030675827690407394,0.03559087132658388,0.04240649653336862,0.05062090566204204,0.028179706053186874,0.010534074449860672,0.033,Low
2nd Quarter 2025,Nueva Vizcaya,Adult,0,0.014302741358760428,0.016023118267479253,0.023894123732205907,0.025535790586277463,0.015618323700721883,0.00642049160051274,0.017,Low
2nd Quarter 2025,Quirino,Adult,0,0.026446689529459017,0.02660116785614978,0.022940031513578645,0.029119164581209257,0.0219822658880959,0.009871165075539902,0.0228,Low
2nd Quarter 2025,City of Santiago,Adult,0,0.029465142475697776,0.04463056447911886,0.03507655721974217,0.0665129959531061,0.01970253243773207,0.010138095039425926,0.0343,Low
2nd Quarter 2025,Region 3,Adult,0,0.03893813972839331,0.041579213568913816,0.026902534615111197,0.030234104319066195,0.02643550302477977,0.012553622685090767,0.0294,Low
2nd Quarter 2025,Aurora,Adult,0,0.03397793640493186,0.057300454250486695,0.07240752757949384,0.13027903958468526,0.051797534068786504,0.03831278390655419,0.064,Low
2nd Quarter 2025,Bataan,Adult,0,0.03207430066054883,0.016132464423460568,0.015569446291616792,0.01662898435075586,0.020188854900917676,0.003449040209247684,0.0173,Low
